nome n m c fila run l1 l2 llc cycles inst
BAY 321270 800172 94305 4LVBQDK 99 3628472 1769596 167438 438855508 969030454
BAY 321270 800172 94305 4LVBQDK 99 3620971 1764176 168305 439428076 969030260
BAY 321270 800172 94305 4LVBQDK 99 3627646 1763178 166615 439482800 969030610
BAY 321270 800172 94305 4LVBQDK 99 3624925 1767272 166992 439480582 969030461
BAY 321270 800172 94305 4LVBQDK 99 3623960 1762298 168038 439548819 969030604
BAY 321270 800172 94305 FIB 267 2633381 1515455 162270 1153488246 3144427429
BAY 321270 800172 94305 FIB 267 2637336 1495854 160275 1147226406 3144432922
BAY 321270 800172 94305 FIB 266 2601044 1479057 162236 1145598538 3144433754
BAY 321270 800172 94305 FIB 265 2654972 1512255 157422 1143524258 3144431975
BAY 321270 800172 94305 FIB 266 2650482 1514895 162209 1144659097 3144432318
BAY 321270 800172 94305 FIB 266 2640393 1503068 157102 1145529370 3144432609
BAY 321270 800172 94305 FIB 266 2645949 1518952 161634 1144076326 3144430872
BAY 321270 800172 94305 FIB 265 2672723 1516750 157527 1144207124 3144431644
BAY 321270 800172 94305 FIB 267 2628969 1512105 160202 1148706166 3144431240
BAY 321270 800172 94305 FIB 266 2665205 1522044 158312 1144113727 3144430579
BAY 321270 800172 94305  210 2094977 1394909 149833 912908170 2216039856
BAY 321270 800172 94305  210 2096137 1392001 152220 909018287 2216038810
BAY 321270 800172 94305  211 2097218 1389985 150363 914614739 2216038670
BAY 321270 800172 94305  210 2099372 1396282 152174 911246477 2216038548
BAY 321270 800172 94305  211 2096521 1391702 151876 913029516 2216038675
BAY 321270 800172 94305  210 2093902 1388777 151062 912588296 2216038547
BAY 321270 800172 94305  212 2096285 1390736 152024 917330986 2216038676
BAY 321270 800172 94305  210 2093568 1386765 150727 910153843 2216038554
BAY 321270 800172 94305  211 2093461 1393163 151824 915117601 2216038681
BAY 321270 800172 94305  210 2094611 1389368 151404 909820831 2216038541
CAL 1890815 4657742 215354 BINH 1793 20514519 12826965 1292107 7658404277 20930800133
CAL 1890815 4657742 215354 BINH 1792 20629434 12814815 1273840 7639684709 20930812264
CAL 1890815 4657742 215354 BINH 1792 20680774 12832830 1277805 7628252968 20930813889
CAL 1890815 4657742 215354 BINH 1795 21002636 13207876 1277180 7654702654 20930793351
CAL 1890815 4657742 215354 BINH 1791 20970813 13114752 1265947 7627898740 20930807277
CAL 1890815 4657742 215354 BINH 1801 20858371 12974832 1268568 7655928710 20930812948
CAL 1890815 4657742 215354 BINH 1797 20929855 13113650 1275531 7659863888 20930807859
CAL 1890815 4657742 215354 BINH 1795 21095714 13206946 1267069 7638696661 20930808142
CAL 1890815 4657742 215354 BINH 1796 20754190 13025267 1267614 7616622534 20930810275
CAL 1890815 4657742 215354 BINH 1803 20896845 13101492 1268929 7632990051 20930810174
CAL 1890815 4657742 215354 2LVBQ 665 22999941 13096166 1139445 2851423459 6839840959
CAL 1890815 4657742 215354 2LVBQ 668 22776955 12853905 1152398 2851143501 6839840749
CAL 1890815 4657742 215354 2LVBQ 669 22770623 12871056 1143204 2867235818 6839835118
CAL 1890815 4657742 215354 2LVBQ 671 22908461 13003577 1149638 2869813570 6839828587
CAL 1890815 4657742 215354 2LVBQ 669 22796668 12875604 1149571 2853796009 6839822982
CAL 1890815 4657742 215354 2LVBQ 666 23070087 13131168 1147600 2853008923 6839827641
CAL 1890815 4657742 215354 2LVBQ 664 23072094 13110413 1136957 2845996699 6839833154
CAL 1890815 4657742 215354 2LVBQ 666 23071900 13136156 1153661 2862356608 6839843100
CAL 1890815 4657742 215354 2LVBQ 667 22941330 13037740 1149809 2851570325 6839839187
CAL 1890815 4657742 215354 2LVBQ 666 23012787 13121076 1147850 2846730481 6839829265
CAL 1890815 4657742 215354 3LVBQ 774 17832276 11327597 1092062 3285723422 8287537342
CAL 1890815 4657742 215354 3LVBQ 777 18038731 11515998 1089843 3304717982 8287534829
CAL 1890815 4657742 215354 3LVBQ 773 18145295 11645201 1081058 3301881947 8287537728
CAL 1890815 4657742 215354 3LVBQ 769 18212686 11653654 1085244 3285758330 8287529068
CAL 1890815 4657742 215354 3LVBQ 771 18115151 11603497 1091088 3290100863 8287531993
CAL 1890815 4657742 215354 3LVBQ 772 18100049 11689123 1096443 3290016153 8287530006
